sample	selected_count	subset_diversity	domain_pass_rate	mean_constraint_score	mean_conservation_score	mean_novelty_score	mean_uniqueness_score
50	20	0.7426238986	0.15	0.08693314995	0.3152173913	0.7881566807	0.7217520661
51	20	0.7773157636	0.3	0.1503588517	0.4565217391	0.6547509521	0.7501359582
52	20	0.6900880371	0.15	0.08212085698	0.3152173913	0.7710443903	0.6963644119
53	20	0.6827825503	0.15	0.1227642395	0.3586956522	0.7399242756	0.6958859575
54	20	0.7085965281	0.1	0.01136363636	0.3326086957	0.790576896	0.7091122527
55	20	0.71579902	0.15	0.07385855142	0.2934782609	0.7842419155	0.7145189367
56	20	0.7180580074	0.1	0.06494053038	0.35	0.7571815865	0.7063729309
57	20	0.7375228901	0.15	0.09938867688	0.35	0.7765197968	0.7200074475
58	20	0.710012843	0.2	0.1017810214	0.4086956522	0.6906611525	0.70676905
59	20	0.7291161494	0.1	0.06142707708	0.3391304348	0.7704343221	0.7133132289
60	20	0.7551168628	0.05	0.04412035333	0.3086956522	0.7849394895	0.7299689974
61	20	0.7307725006	0.2	0.165777851	0.3456521739	0.7530417272	0.7140692067
62	20	0.6520472594	0.05	0.05016304102	0.3108695652	0.7852808772	0.6787771151
63	20	0.67844895	0.05	0.04503080022	0.2760869565	0.8301285407	0.6914683388
64	20	0.6332772572	0.1	0.04322976193	0.3434782609	0.7791057364	0.6724922732
65	20	0.582316412	0.05	0.0254784689	0.2913043478	0.8299641765	0.6546954982
66	20	0.7744191697	0.1	0.06027013153	0.3456521739	0.761531637	0.7383193039
67	20	0.6732975394	0.1	0.05029395812	0.2913043478	0.8064498882	0.6897274736
68	20	0.6778517743	0.15	0.06650717703	0.3326086957	0.7689121015	0.6933009427
69	20	0.7437038902	0.15	0.1163769056	0.3217391304	0.7758843634	0.720363559
70	20	0.7683875801	0.3	0.2265550239	0.402173913	0.6982478568	0.7426494767
71	20	0.7783209866	0.25	0.1291733659	0.4260869565	0.6678529512	0.7435085396
72	20	0.6768589328	0.15	0.0971291866	0.3608695652	0.7443487651	0.6952659202
73	20	0.7354768611	0.2	0.1457485036	0.3565217391	0.7468829604	0.7170055685
74	20	0.7583512015	0.3	0.1785778626	0.447826087	0.6586596203	0.7400819807
75	20	0.7047585822	0.1	0.07613127869	0.3065217391	0.7827058529	0.703972908
76	20	0.6936066367	0.1	0.04807288741	0.297826087	0.797391759	0.6996640878
77	20	0.7326379318	0.3	0.2112440191	0.4217391304	0.6775082686	0.7201666827
78	20	0.792106058	0.35	0.2088384376	0.4347826087	0.6732465563	0.753696353
79	20	0.7727145729	0.2	0.1603505221	0.4152173913	0.7316734326	0.7444543743
80	20	0.6529203302	0.15	0.06757049506	0.3391304348	0.7602892247	0.6812280303
81	20	0.6827350587	0.25	0.1468767152	0.3891304348	0.7436510797	0.6952662731
82	20	0.7462003144	0.1	0.05376479476	0.3543478261	0.7442589935	0.724818986
83	20	0.6965489573	0.2	0.09964114833	0.3739130435	0.7348105761	0.6994993949
84	20	0.7291649725	0.25	0.1044258373	0.4195652174	0.6875907794	0.7171814696
85	20	0.5918269168	0.1	0.04784011003	0.3065217391	0.7998478227	0.656694513
86	20	0.807941799	0.15	0.07307547024	0.3565217391	0.7587271325	0.757884229
87	20	0.7763348365	0.25	0.1318181818	0.402173913	0.700534618	0.7399863502
88	20	0.7007288295	0.05	0.0355130788	0.2869565217	0.8009446702	0.6993327642
89	20	0.7169724632	0.15	0.1151913876	0.3456521739	0.7578234161	0.710320625
90	20	0.7497990623	0.2	0.1210526316	0.4043478261	0.7162755106	0.7247202027
91	20	0.7981013406	0.15	0.1108651505	0.3369565217	0.7327096555	0.7514001125
92	20	0.7551786155	0.1	0.03143285616	0.3173913043	0.7942765214	0.7302058021
93	20	0.802403061	0.15	0.09676888209	0.3347826087	0.7450778964	0.7533659059
94	20	0.6899073193	0.2	0.1801319179	0.3760869565	0.724314313	0.6969923415
95	20	0.8265920588	0.45	0.2596108647	0.5195652174	0.6142384625	0.8109502516
96	20	0.7307304354	0.2	0.1276315789	0.3695652174	0.7460774883	0.7150559363
97	20	0.5922629487	0.05	0.006220095694	0.2804347826	0.8049167599	0.6573055656
98	20	0.5435950319	0	0.0002259974559	0.2543478261	0.8355028712	0.6458907395
99	20	0.7762953246	0.25	0.1468767152	0.3956521739	0.6937000625	0.7379056294
100	20	0.7853228895	0.4	0.2096720454	0.552173913	0.5642221394	0.7631171471
101	20	0.7151482188	0.15	0.1219257889	0.3804347826	0.7065152228	0.7092538343
102	20	0.5871421593	0.1	0.08456937799	0.302173913	0.7872196466	0.6546907011
103	20	0.7199049688	0.15	0.08145933014	0.3565217391	0.7545297569	0.7105885647
